# r, Phi, Pi, A, delta
1.23606 -9.39818e-13 1.22949e-13 0.998423 -0.500003 
1.23622 -9.1016e-13 1.1925e-13 0.998425 -0.500003 
1.23637 -8.81397e-13 1.15656e-13 0.998426 -0.500003 
1.23653 -8.53504e-13 1.12166e-13 0.998428 -0.500003 
1.23669 -8.26454e-13 1.08776e-13 0.998429 -0.500003 
1.23685 -8.00224e-13 1.05484e-13 0.998431 -0.500003 
1.237 -7.74791e-13 1.02286e-13 0.998432 -0.500003 
1.23716 -7.5013e-13 9.91809e-14 0.998434 -0.500003 
1.23732 -7.26221e-13 9.61656e-14 0.998435 -0.500003 
1.23747 -7.0304e-13 9.32375e-14 0.998437 -0.500003 
1.23763 -6.80567e-13 9.03945e-14 0.998438 -0.500003 
1.23779 -6.58781e-13 8.7634e-14 0.99844 -0.500003 
1.23794 -6.37663e-13 8.49538e-14 0.998442 -0.500003 
1.2381 -6.17192e-13 8.23518e-14 0.998443 -0.500003 
1.23826 -5.97349e-13 7.98257e-14 0.998445 -0.500003 
1.23842 -5.78117e-13 7.73734e-14 0.998446 -0.500003 
1.23857 -5.59478e-13 7.4993e-14 0.998448 -0.500003 
1.23873 -5.41414e-13 7.26823e-14 0.998449 -0.500003 
1.23889 -5.23907e-13 7.04395e-14 0.998451 -0.500003 
1.23904 -5.06943e-13 6.82627e-14 0.998452 -0.500003 
1.2392 -4.90504e-13 6.615e-14 0.998454 -0.500003 
1.23936 -4.74575e-13 6.40997e-14 0.998455 -0.500003 
1.23952 -4.59142e-13 6.21099e-14 0.998457 -0.500003 
1.23967 -4.44189e-13 6.0179e-14 0.998458 -0.500003 
1.23983 -4.29702e-13 5.83054e-14 0.99846 -0.500003 
1.23999 -4.15667e-13 5.64874e-14 0.998461 -0.500003 
1.24014 -4.02071e-13 5.47234e-14 0.998463 -0.500003 
1.2403 -3.88901e-13 5.3012e-14 0.998464 -0.500003 
1.24046 -3.76143e-13 5.13516e-14 0.998466 -0.500003 
1.24061 -3.63787e-13 4.97409e-14 0.998467 -0.500003 
1.24077 -3.51819e-13 4.81783e-14 0.998469 -0.500003 
1.24093 -3.40228e-13 4.66625e-14 0.99847 -0.500003 
1.24109 -3.29003e-13 4.51923e-14 0.998472 -0.500003 
1.24124 -3.18132e-13 4.37662e-14 0.998473 -0.500003 
1.2414 -3.07606e-13 4.2383e-14 0.998475 -0.500003 
1.24156 -2.97413e-13 4.10416e-14 0.998476 -0.500003 
1.24171 -2.87543e-13 3.97407e-14 0.998478 -0.500003 
1.24187 -2.77987e-13 3.84791e-14 0.998479 -0.500003 
1.24203 -2.68736e-13 3.72558e-14 0.998481 -0.500003 
1.24219 -2.59779e-13 3.60695e-14 0.998482 -0.500003 
1.24234 -2.51108e-13 3.49193e-14 0.998484 -0.500003 
1.2425 -2.42715e-13 3.38041e-14 0.998485 -0.500003 
1.24266 -2.3459e-13 3.27229e-14 0.998487 -0.500003 
1.24281 -2.26726e-13 3.16747e-14 0.998488 -0.500003 
1.24297 -2.19114e-13 3.06586e-14 0.99849 -0.500003 
1.24313 -2.11747e-13 2.96736e-14 0.998491 -0.500003 
1.24329 -2.04618e-13 2.87188e-14 0.998493 -0.500003 
1.24344 -1.97719e-13 2.77933e-14 0.998494 -0.500003 
1.2436 -1.91042e-13 2.68963e-14 0.998495 -0.500003 
1.24376 -1.84582e-13 2.60269e-14 0.998497 -0.500003 
1.24391 -1.78331e-13 2.51844e-14 0.998498 -0.500003 
1.24407 -1.72282e-13 2.43679e-14 0.9985 -0.500003 
1.24423 -1.66431e-13 2.35767e-14 0.998501 -0.500003 
1.24438 -1.6077e-13 2.28101e-14 0.998503 -0.500003 
1.24454 -1.55293e-13 2.20672e-14 0.998504 -0.500003 
1.2447 -1.49996e-13 2.13475e-14 0.998506 -0.500003 
1.24486 -1.44871e-13 2.06501e-14 0.998507 -0.500003 
1.24501 -1.39915e-13 1.99746e-14 0.998509 -0.500003 
1.24517 -1.35121e-13 1.93201e-14 0.99851 -0.500003 
1.24533 -1.30484e-13 1.86862e-14 0.998512 -0.500003 
1.24548 -1.26e-13 1.80721e-14 0.998513 -0.500003 
1.24564 -1.21664e-13 1.74773e-14 0.998514 -0.500003 
1.2458 -1.17471e-13 1.69012e-14 0.998516 -0.500003 
1.24596 -1.13417e-13 1.63432e-14 0.998517 -0.500003 
1.24611 -1.09496e-13 1.58029e-14 0.998519 -0.500003 
1.24627 -1.05706e-13 1.52796e-14 0.99852 -0.500003 
1.24643 -1.02041e-13 1.47729e-14 0.998522 -0.500003 
1.24658 -9.84988e-14 1.42822e-14 0.998523 -0.500003 
1.24674 -9.50741e-14 1.38071e-14 0.998525 -0.500003 
1.2469 -9.17636e-14 1.33472e-14 0.998526 -0.500003 
1.24706 -8.85637e-14 1.29018e-14 0.998527 -0.500003 
1.24721 -8.54709e-14 1.24707e-14 0.998529 -0.500003 
1.24737 -8.24817e-14 1.20534e-14 0.99853 -0.500003 
1.24753 -7.95927e-14 1.16494e-14 0.998532 -0.500003 
1.24768 -7.68009e-14 1.12583e-14 0.998533 -0.500003 
1.24784 -7.4103e-14 1.08798e-14 0.998535 -0.500003 
1.248 -7.1496e-14 1.05135e-14 0.998536 -0.500003 
1.24815 -6.89771e-14 1.0159e-14 0.998538 -0.500003 
1.24831 -6.65433e-14 9.81585e-15 0.998539 -0.500003 
1.24847 -6.41919e-14 9.48383e-15 0.99854 -0.500003 
1.24863 -6.19203e-14 9.16256e-15 0.998542 -0.500003 
1.24878 -5.97258e-14 8.85169e-15 0.998543 -0.500003 
1.24894 -5.7606e-14 8.55092e-15 0.998545 -0.500003 
1.2491 -5.55584e-14 8.25992e-15 0.998546 -0.500003 
1.24925 -5.35807e-14 7.97839e-15 0.998547 -0.500003 
1.24941 -5.16705e-14 7.70604e-15 0.998549 -0.500003 
1.24957 -4.98257e-14 7.44259e-15 0.99855 -0.500003 
1.24973 -4.80441e-14 7.18776e-15 0.998552 -0.500003 
1.24988 -4.63237e-14 6.94127e-15 0.998553 -0.500003 
1.25004 -4.46625e-14 6.70288e-15 0.998555 -0.500003 
1.2502 -4.30584e-14 6.47232e-15 0.998556 -0.500003 
1.25035 -4.15097e-14 6.24935e-15 0.998557 -0.500003 
1.25051 -4.00145e-14 6.03373e-15 0.998559 -0.500003 
1.25067 -3.85709e-14 5.82523e-15 0.99856 -0.500003 
1.25083 -3.71774e-14 5.62363e-15 0.998562 -0.500003 
1.25098 -3.58323e-14 5.4287e-15 0.998563 -0.500003 
1.25114 -3.45339e-14 5.24024e-15 0.998564 -0.500003 
1.2513 -3.32806e-14 5.05805e-15 0.998566 -0.500003 
1.25145 -3.20711e-14 4.88192e-15 0.998567 -0.500003 
1.25161 -3.09038e-14 4.71167e-15 0.998569 -0.500003 
1.25177 -2.97773e-14 4.54709e-15 0.99857 -0.500003 
1.25192 -2.86902e-14 4.38803e-15 0.998571 -0.500003 
1.25208 -2.76413e-14 4.23429e-15 0.998573 -0.500003 
1.25224 -2.66292e-14 4.08571e-15 0.998574 -0.500003 
1.2524 -2.56527e-14 3.94212e-15 0.998576 -0.500003 
1.25255 -2.47106e-14 3.80336e-15 0.998577 -0.500003 
1.25271 -2.38018e-14 3.66929e-15 0.998578 -0.500003 
1.25287 -2.29251e-14 3.53974e-15 0.99858 -0.500003 
1.25302 -2.20794e-14 3.41457e-15 0.998581 -0.500003 
1.25318 -2.12637e-14 3.29364e-15 0.998582 -0.500003 
1.25334 -2.04769e-14 3.17681e-15 0.998584 -0.500003 
1.2535 -1.97181e-14 3.06396e-15 0.998585 -0.500003 
1.25365 -1.89864e-14 2.95494e-15 0.998587 -0.500003 
1.25381 -1.82808e-14 2.84964e-15 0.998588 -0.500003 
1.25397 -1.76003e-14 2.74794e-15 0.998589 -0.500003 
1.25412 -1.69442e-14 2.64972e-15 0.998591 -0.500003 
1.25428 -1.63116e-14 2.55485e-15 0.998592 -0.500003 
1.25444 -1.57018e-14 2.46325e-15 0.998593 -0.500003 
1.2546 -1.51138e-14 2.37479e-15 0.998595 -0.500003 
1.25475 -1.4547e-14 2.28938e-15 0.998596 -0.500003 
1.25491 -1.40007e-14 2.20691e-15 0.998598 -0.500003 
1.25507 -1.3474e-14 2.12729e-15 0.998599 -0.500003 
1.25522 -1.29665e-14 2.05042e-15 0.9986 -0.500003 
1.25538 -1.24773e-14 1.97621e-15 0.998602 -0.500003 
1.25554 -1.20058e-14 1.90458e-15 0.998603 -0.500003 
1.25569 -1.15515e-14 1.83544e-15 0.998604 -0.500003 
1.25585 -1.11138e-14 1.76871e-15 0.998606 -0.500003 
1.25601 -1.06919e-14 1.7043e-15 0.998607 -0.500003 
1.25617 -1.02855e-14 1.64214e-15 0.998609 -0.500003 
1.25632 -9.89395e-15 1.58215e-15 0.99861 -0.500003 
1.25648 -9.51672e-15 1.52427e-15 0.998611 -0.500003 
1.25664 -9.15333e-15 1.46842e-15 0.998613 -0.500003 
1.25679 -8.80329e-15 1.41453e-15 0.998614 -0.500003 
1.25695 -8.46613e-15 1.36253e-15 0.998615 -0.500003 
1.25711 -8.14139e-15 1.31237e-15 0.998617 -0.500003 
1.25727 -7.82864e-15 1.26398e-15 0.998618 -0.500003 
1.25742 -7.52744e-15 1.21731e-15 0.998619 -0.500003 
1.25758 -7.2374e-15 1.17228e-15 0.998621 -0.500003 
1.25774 -6.9581e-15 1.12886e-15 0.998622 -0.500003 
1.25789 -6.68919e-15 1.08697e-15 0.998623 -0.500003 
1.25805 -6.43027e-15 1.04658e-15 0.998625 -0.500003 
1.25821 -6.18099e-15 1.00763e-15 0.998626 -0.500003 
1.25836 -5.94102e-15 9.7007e-16 0.998627 -0.500003 
1.25852 -5.71001e-15 9.33853e-16 0.998629 -0.500003 
1.25868 -5.48765e-15 8.98933e-16 0.99863 -0.500003 
1.25884 -5.27363e-15 8.65267e-16 0.998631 -0.500003 
1.25899 -5.06764e-15 8.32811e-16 0.998633 -0.500003 
1.25915 -4.86939e-15 8.01523e-16 0.998634 -0.500003 
1.25931 -4.67861e-15 7.71364e-16 0.998635 -0.500003 
1.25946 -4.49503e-15 7.42294e-16 0.998637 -0.500003 
1.25962 -4.31838e-15 7.14276e-16 0.998638 -0.500003 
1.25978 -4.14841e-15 6.87273e-16 0.998639 -0.500003 
1.25994 -3.98489e-15 6.6125e-16 0.998641 -0.500003 
1.26009 -3.82757e-15 6.36173e-16 0.998642 -0.500003 
1.26025 -3.67624e-15 6.12009e-16 0.998643 -0.500003 
1.26041 -3.53066e-15 5.88726e-16 0.998645 -0.500003 
1.26056 -3.39064e-15 5.66294e-16 0.998646 -0.500003 
1.26072 -3.25596e-15 5.44683e-16 0.998647 -0.500003 
1.26088 -3.12644e-15 5.23864e-16 0.998649 -0.500003 
1.26104 -3.00188e-15 5.03809e-16 0.99865 -0.500003 
1.26119 -2.8821e-15 4.84491e-16 0.998651 -0.500003 
1.26135 -2.76692e-15 4.65885e-16 0.998653 -0.500003 
1.26151 -2.65617e-15 4.47965e-16 0.998654 -0.500003 
1.26166 -2.5497e-15 4.30708e-16 0.998655 -0.500003 
1.26182 -2.44734e-15 4.14089e-16 0.998656 -0.500003 
1.26198 -2.34893e-15 3.98086e-16 0.998658 -0.500003 
1.26213 -2.25434e-15 3.82677e-16 0.998659 -0.500003 
1.26229 -2.16342e-15 3.67841e-16 0.99866 -0.500003 
1.26245 -2.07603e-15 3.53558e-16 0.998662 -0.500003 
1.26261 -1.99205e-15 3.39808e-16 0.998663 -0.500003 
1.26276 -1.91133e-15 3.26572e-16 0.998664 -0.500003 
1.26292 -1.83377e-15 3.13831e-16 0.998666 -0.500003 
1.26308 -1.75924e-15 3.01568e-16 0.998667 -0.500003 
1.26323 -1.68764e-15 2.89765e-16 0.998668 -0.500003 
1.26339 -1.61884e-15 2.78406e-16 0.998669 -0.500003 
1.26355 -1.55274e-15 2.67476e-16 0.998671 -0.500003 
1.26371 -1.48924e-15 2.56957e-16 0.998672 -0.500003 
1.26386 -1.42825e-15 2.46837e-16 0.998673 -0.500003 
1.26402 -1.36966e-15 2.37099e-16 0.998675 -0.500003 
1.26418 -1.3134e-15 2.27731e-16 0.998676 -0.500003 
1.26433 -1.25936e-15 2.18719e-16 0.998677 -0.500003 
1.26449 -1.20746e-15 2.1005e-16 0.998679 -0.500003 
1.26465 -1.15763e-15 2.01711e-16 0.99868 -0.500003 
1.26481 -1.10977e-15 1.9369e-16 0.998681 -0.500003 
1.26496 -1.06383e-15 1.85976e-16 0.998682 -0.500003 
1.26512 -1.01972e-15 1.78558e-16 0.998684 -0.500003 
1.26528 -9.77372e-16 1.71424e-16 0.998685 -0.500003 
1.26543 -9.36721e-16 1.64564e-16 0.998686 -0.500003 
1.26559 -8.977e-16 1.57968e-16 0.998687 -0.500003 
1.26575 -8.60247e-16 1.51626e-16 0.998689 -0.500003 
1.2659 -8.24301e-16 1.4553e-16 0.99869 -0.500003 
1.26606 -7.89804e-16 1.39669e-16 0.998691 -0.500003 
1.26622 -7.56699e-16 1.34035e-16 0.998693 -0.500003 
1.26638 -7.24933e-16 1.2862e-16 0.998694 -0.500003 
1.26653 -6.94453e-16 1.23415e-16 0.998695 -0.500003 
1.26669 -6.65209e-16 1.18413e-16 0.998696 -0.500003 
1.26685 -6.37153e-16 1.13606e-16 0.998698 -0.500003 
1.267 -6.10239e-16 1.08987e-16 0.998699 -0.500003 
1.26716 -5.84421e-16 1.04549e-16 0.9987 -0.500003 
1.26732 -5.59657e-16 1.00284e-16 0.998701 -0.500003 
1.26748 -5.35906e-16 9.61868e-17 0.998703 -0.500003 
1.26763 -5.13128e-16 9.22508e-17 0.998704 -0.500003 
1.26779 -4.91283e-16 8.84697e-17 0.998705 -0.500003 
1.26795 -4.70336e-16 8.48378e-17 0.998706 -0.500003 
1.2681 -4.50251e-16 8.13495e-17 0.998708 -0.500003 
1.26826 -4.30993e-16 7.79992e-17 0.998709 -0.500003 
1.26842 -4.12531e-16 7.47817e-17 0.99871 -0.500003 
1.26858 -3.94832e-16 7.1692e-17 0.998711 -0.500003 
1.26873 -3.77865e-16 6.87252e-17 0.998713 -0.500003 
1.26889 -3.61603e-16 6.58766e-17 0.998714 -0.500003 
1.26905 -3.46016e-16 6.31416e-17 0.998715 -0.500003 
1.2692 -3.31077e-16 6.05161e-17 0.998716 -0.500003 
1.26936 -3.16761e-16 5.79956e-17 0.998718 -0.500003 
1.26952 -3.03043e-16 5.55762e-17 0.998719 -0.500003 
1.26967 -2.89898e-16 5.3254e-17 0.99872 -0.500003 
1.26983 -2.77304e-16 5.10253e-17 0.998721 -0.500003 
1.26999 -2.65238e-16 4.88864e-17 0.998723 -0.500003 
1.27015 -2.53679e-16 4.68338e-17 0.998724 -0.500003 
1.2703 -2.42606e-16 4.48643e-17 0.998725 -0.500003 
1.27046 -2.32e-16 4.29745e-17 0.998726 -0.500003 
1.27062 -2.21842e-16 4.11614e-17 0.998728 -0.500003 
1.27077 -2.12113e-16 3.9422e-17 0.998729 -0.500003 
1.27093 -2.02796e-16 3.77534e-17 0.99873 -0.500003 
1.27109 -1.93875e-16 3.61529e-17 0.998731 -0.500003 
1.27125 -1.85333e-16 3.46177e-17 0.998733 -0.500003 
1.2714 -1.77154e-16 3.31454e-17 0.998734 -0.500003 
1.27156 -1.69323e-16 3.17333e-17 0.998735 -0.500003 
1.27172 -1.61828e-16 3.03793e-17 0.998736 -0.500003 
1.27187 -1.54652e-16 2.90809e-17 0.998738 -0.500003 
1.27203 -1.47784e-16 2.7836e-17 0.998739 -0.500003 
1.27219 -1.41211e-16 2.66425e-17 0.99874 -0.500003 
1.27235 -1.3492e-16 2.54982e-17 0.998741 -0.500003 
1.2725 -1.289e-16 2.44014e-17 0.998742 -0.500003 
1.27266 -1.23139e-16 2.335e-17 0.998744 -0.500003 
1.27282 -1.17627e-16 2.23423e-17 0.998745 -0.500003 
1.27297 -1.12354e-16 2.13765e-17 0.998746 -0.500003 
1.27313 -1.07309e-16 2.0451e-17 0.998747 -0.500003 
1.27329 -1.02483e-16 1.95641e-17 0.998749 -0.500003 
1.27344 -9.78664e-17 1.87142e-17 0.99875 -0.500003 
1.2736 -9.3451e-17 1.79e-17 0.998751 -0.500003 
1.27376 -8.92282e-17 1.71199e-17 0.998752 -0.500003 
1.27392 -8.51898e-17 1.63726e-17 0.998753 -0.500003 
1.27407 -8.1328e-17 1.56568e-17 0.998755 -0.500003 
1.27423 -7.76355e-17 1.49711e-17 0.998756 -0.500003 
1.27439 -7.4105e-17 1.43144e-17 0.998757 -0.500003 
1.27454 -7.07297e-17 1.36855e-17 0.998758 -0.500003 
1.2747 -6.7503e-17 1.30832e-17 0.998759 -0.500003 
1.27486 -6.44186e-17 1.25065e-17 0.998761 -0.500003 
1.27502 -6.14705e-17 1.19543e-17 0.998762 -0.500003 
1.27517 -5.86529e-17 1.14257e-17 0.998763 -0.500003 
1.27533 -5.59601e-17 1.09195e-17 0.998764 -0.500003 
1.27549 -5.33868e-17 1.04351e-17 0.998765 -0.500003 
1.27564 -5.0928e-17 9.97131e-18 0.998767 -0.500003 
1.2758 -4.85786e-17 9.52744e-18 0.998768 -0.500003 
1.27596 -4.63341e-17 9.10264e-18 0.998769 -0.500003 
1.27611 -4.41899e-17 8.69611e-18 0.99877 -0.500003 
1.27627 -4.21416e-17 8.3071e-18 0.998771 -0.500003 
1.27643 -4.01851e-17 7.93489e-18 0.998773 -0.500003 
1.27659 -3.83165e-17 7.57876e-18 0.998774 -0.500003 
1.27674 -3.6532e-17 7.23807e-18 0.998775 -0.500003 
1.2769 -3.48278e-17 6.91215e-18 0.998776 -0.500003 
1.27706 -3.32005e-17 6.6004e-18 0.998777 -0.500003 
1.27721 -3.16468e-17 6.30222e-18 0.998779 -0.500003 
1.27737 -3.01634e-17 6.01704e-18 0.99878 -0.500003 
1.27753 -2.87473e-17 5.74432e-18 0.998781 -0.500003 
1.27769 -2.73955e-17 5.48353e-18 0.998782 -0.500003 
1.27784 -2.61052e-17 5.23417e-18 0.998783 -0.500003 
1.278 -2.48737e-17 4.99575e-18 0.998784 -0.500003 
1.27816 -2.36984e-17 4.76782e-18 0.998786 -0.500003 
1.27831 -2.25769e-17 4.54994e-18 0.998787 -0.500003 
1.27847 -2.15067e-17 4.34166e-18 0.998788 -0.500003 
1.27863 -2.04856e-17 4.14259e-18 0.998789 -0.500003 
1.27879 -1.95114e-17 3.95234e-18 0.99879 -0.500003 
1.27894 -1.85821e-17 3.77052e-18 0.998791 -0.500003 
1.2791 -1.76956e-17 3.59678e-18 0.998793 -0.500003 
1.27926 -1.685e-17 3.43078e-18 0.998794 -0.500003 
1.27941 -1.60435e-17 3.27217e-18 0.998795 -0.500003 
1.27957 -1.52744e-17 3.12064e-18 0.998796 -0.500003 
1.27973 -1.4541e-17 2.97589e-18 0.998797 -0.500003 
1.27988 -1.38417e-17 2.83763e-18 0.998798 -0.500003 
1.28004 -1.31749e-17 2.70557e-18 0.9988 -0.500003 
1.2802 -1.25392e-17 2.57945e-18 0.998801 -0.500003 
1.28036 -1.19333e-17 2.45901e-18 0.998802 -0.500003 
1.28051 -1.13556e-17 2.34401e-18 0.998803 -0.500003 
1.28067 -1.08051e-17 2.23419e-18 0.998804 -0.500003 
1.28083 -1.02804e-17 2.12935e-18 0.998805 -0.500003 
1.28098 -9.78033e-18 2.02927e-18 0.998807 -0.500003 
1.28114 -9.30384e-18 1.93373e-18 0.998808 -0.500003 
1.2813 -8.84983e-18 1.84253e-18 0.998809 -0.500003 
1.28146 -8.41728e-18 1.75549e-18 0.99881 -0.500003 
1.28161 -8.0052e-18 1.67243e-18 0.998811 -0.500003 
1.28177 -7.61266e-18 1.59316e-18 0.998812 -0.500003 
1.28193 -7.23876e-18 1.51753e-18 0.998814 -0.500003 
1.28208 -6.88265e-18 1.44536e-18 0.998815 -0.500003 
1.28224 -6.54351e-18 1.37652e-18 0.998816 -0.500003 
1.2824 -6.22056e-18 1.31084e-18 0.998817 -0.500003 
1.28256 -5.91304e-18 1.24819e-18 0.998818 -0.500003 
1.28271 -5.62025e-18 1.18844e-18 0.998819 -0.500003 
1.28287 -5.34151e-18 1.13145e-18 0.99882 -0.500003 
1.28303 -5.07616e-18 1.0771e-18 0.998822 -0.500003 
1.28318 -4.82358e-18 1.02528e-18 0.998823 -0.500003 
1.28334 -4.58318e-18 9.75871e-19 0.998824 -0.500003 
1.2835 -4.35438e-18 9.28763e-19 0.998825 -0.500003 
1.28365 -4.13665e-18 8.83853e-19 0.998826 -0.500003 
1.28381 -3.92948e-18 8.41043e-19 0.998827 -0.500003 
1.28397 -3.73235e-18 8.00239e-19 0.998828 -0.500003 
1.28413 -3.54481e-18 7.61349e-19 0.99883 -0.500003 
1.28428 -3.3664e-18 7.24287e-19 0.998831 -0.500003 
1.28444 -3.1967e-18 6.8897e-19 0.998832 -0.500003 
1.2846 -3.03528e-18 6.55318e-19 0.998833 -0.500003 
1.28475 -2.88177e-18 6.23257e-19 0.998834 -0.500003 
1.28491 -2.73578e-18 5.92713e-19 0.998835 -0.500003 
1.28507 -2.59696e-18 5.63617e-19 0.998836 -0.500003 
1.28523 -2.46496e-18 5.35902e-19 0.998837 -0.500003 
1.28538 -2.33947e-18 5.09507e-19 0.998839 -0.500003 
1.28554 -2.22018e-18 4.84369e-19 0.99884 -0.500003 
1.2857 -2.10678e-18 4.60431e-19 0.998841 -0.500003 
1.28585 -1.99899e-18 4.37637e-19 0.998842 -0.500003 
1.28601 -1.89656e-18 4.15936e-19 0.998843 -0.500003 
1.28617 -1.79921e-18 3.95276e-19 0.998844 -0.500003 
1.28633 -1.70671e-18 3.75609e-19 0.998845 -0.500003 
1.28648 -1.61881e-18 3.56889e-19 0.998846 -0.500003 
1.28664 -1.53531e-18 3.39072e-19 0.998848 -0.500003 
1.2868 -1.45599e-18 3.22116e-19 0.998849 -0.500003 
1.28695 -1.38063e-18 3.0598e-19 0.99885 -0.500003 
1.28711 -1.30906e-18 2.90627e-19 0.998851 -0.500003 
1.28727 -1.24109e-18 2.7602e-19 0.998852 -0.500003 
1.28742 -1.17655e-18 2.62123e-19 0.998853 -0.500003 
1.28758 -1.11525e-18 2.48904e-19 0.998854 -0.500003 
1.28774 -1.05706e-18 2.3633e-19 0.998855 -0.500003 
1.2879 -1.00181e-18 2.24371e-19 0.998856 -0.500003 
1.28805 -9.49359e-19 2.12998e-19 0.998858 -0.500003 
1.28821 -8.99574e-19 2.02183e-19 0.998859 -0.500003 
1.28837 -8.52322e-19 1.91899e-19 0.99886 -0.500003 
1.28852 -8.07478e-19 1.82123e-19 0.998861 -0.500003 
1.28868 -7.64923e-19 1.72828e-19 0.998862 -0.500003 
1.28884 -7.24543e-19 1.63993e-19 0.998863 -0.500003 
1.289 -6.86232e-19 1.55595e-19 0.998864 -0.500003 
1.28915 -6.49886e-19 1.47614e-19 0.998865 -0.500003 
1.28931 -6.15409e-19 1.4003e-19 0.998866 -0.500003 
1.28947 -5.82706e-19 1.32822e-19 0.998867 -0.500003 
1.28962 -5.51689e-19 1.25974e-19 0.998869 -0.500003 
1.28978 -5.22275e-19 1.19468e-19 0.99887 -0.500003 
1.28994 -4.94382e-19 1.13288e-19 0.998871 -0.500003 
1.2901 -4.67936e-19 1.07417e-19 0.998872 -0.500003 
1.29025 -4.42862e-19 1.01841e-19 0.998873 -0.500003 
1.29041 -4.19092e-19 9.65456e-20 0.998874 -0.500003 
1.29057 -3.96561e-19 9.15168e-20 0.998875 -0.500003 
1.29072 -3.75206e-19 8.67418e-20 0.998876 -0.500003 
1.29088 -3.54966e-19 8.22082e-20 0.998877 -0.500003 
1.29104 -3.35787e-19 7.79042e-20 0.998878 -0.500003 
1.29119 -3.17614e-19 7.38186e-20 0.998879 -0.500003 
1.29135 -3.00395e-19 6.99406e-20 0.998881 -0.500003 
1.29151 -2.84083e-19 6.62601e-20 0.998882 -0.500003 
1.29167 -2.6863e-19 6.27672e-20 0.998883 -0.500003 
1.29182 -2.53994e-19 5.94528e-20 0.998884 -0.500003 
1.29198 -2.40132e-19 5.6308e-20 0.998885 -0.500003 
1.29214 -2.27005e-19 5.33245e-20 0.998886 -0.500003 
1.29229 -2.14574e-19 5.04942e-20 0.998887 -0.500003 
1.29245 -2.02805e-19 4.78095e-20 0.998888 -0.500003 
1.29261 -1.91662e-19 4.52632e-20 0.998889 -0.500003 
1.29277 -1.81114e-19 4.28484e-20 0.99889 -0.500003 
1.29292 -1.7113e-19 4.05584e-20 0.998891 -0.500003 
1.29308 -1.6168e-19 3.83871e-20 0.998892 -0.500003 
1.29324 -1.52737e-19 3.63286e-20 0.998893 -0.500003 
1.29339 -1.44275e-19 3.4377e-20 0.998894 -0.500003 
1.29355 -1.36268e-19 3.25271e-20 0.998896 -0.500003 
1.29371 -1.28692e-19 3.07738e-20 0.998897 -0.500003 
1.29386 -1.21526e-19 2.91121e-20 0.998898 -0.500003 
1.29402 -1.14747e-19 2.75374e-20 0.998899 -0.500003 
1.29418 -1.08336e-19 2.60453e-20 0.9989 -0.500003 
1.29434 -1.02273e-19 2.46316e-20 0.998901 -0.500003 
1.29449 -9.6539e-20 2.32923e-20 0.998902 -0.500003 
1.29465 -9.11177e-20 2.20237e-20 0.998903 -0.500003 
1.29481 -8.59922e-20 2.08221e-20 0.998904 -0.500003 
1.29496 -8.11469e-20 1.96841e-20 0.998905 -0.500003 
1.29512 -7.65668e-20 1.86064e-20 0.998906 -0.500003 
1.29528 -7.2238e-20 1.7586e-20 0.998907 -0.500003 
1.29544 -6.81469e-20 1.66198e-20 0.998908 -0.500003 
1.29559 -6.42811e-20 1.57052e-20 0.998909 -0.500003 
1.29575 -6.06283e-20 1.48394e-20 0.99891 -0.500003 
1.29591 -5.71773e-20 1.40199e-20 0.998911 -0.500003 
1.29606 -5.39172e-20 1.32443e-20 0.998913 -0.500003 
1.29622 -5.08378e-20 1.25103e-20 0.998914 -0.500003 
1.29638 -4.79293e-20 1.18158e-20 0.998915 -0.500003 
1.29654 -4.51825e-20 1.11588e-20 0.998916 -0.500003 
1.29669 -4.25888e-20 1.05372e-20 0.998917 -0.500003 
1.29685 -4.01398e-20 9.94915e-21 0.998918 -0.500003 
1.29701 -3.78278e-20 9.39299e-21 0.998919 -0.500003 
1.29716 -3.56451e-20 8.867e-21 0.99892 -0.500003 
1.29732 -3.3585e-20 8.3696e-21 0.998921 -0.500003 
1.29748 -3.16406e-20 7.89929e-21 0.998922 -0.500003 
1.29763 -2.98056e-20 7.45463e-21 0.998923 -0.500003 
1.29779 -2.80741e-20 7.03427e-21 0.998924 -0.500003 
1.29795 -2.64404e-20 6.63692e-21 0.998925 -0.500003 
1.29811 -2.48992e-20 6.26136e-21 0.998926 -0.500003 
1.29826 -2.34453e-20 5.90643e-21 0.998927 -0.500003 
1.29842 -2.2074e-20 5.57104e-21 0.998928 -0.500003 
1.29858 -2.07807e-20 5.25414e-21 0.998929 -0.500003 
1.29873 -1.95611e-20 4.95474e-21 0.99893 -0.500003 
1.29889 -1.84111e-20 4.67191e-21 0.998931 -0.500003 
1.29905 -1.73268e-20 4.40476e-21 0.998932 -0.500003 
1.29921 -1.63047e-20 4.15244e-21 0.998933 -0.500003 
1.29936 -1.53412e-20 3.91416e-21 0.998934 -0.500003 
1.29952 -1.44331e-20 3.68916e-21 0.998935 -0.500003 
1.29968 -1.35772e-20 3.47672e-21 0.998936 -0.500003 
1.29983 -1.27708e-20 3.27616e-21 0.998937 -0.500003 
1.29999 -1.20109e-20 3.08684e-21 0.998938 -0.500003 
1.30015 -1.12951e-20 2.90814e-21 0.998939 -0.500003 
1.30031 -1.06207e-20 2.7395e-21 0.998941 -0.500003 
1.30046 -9.98552e-21 2.58035e-21 0.998942 -0.500003 
